build,tier,query,ops,rep,ms
stock,A,mul,0,8,248.559
stock,A,mul,1,8,622.725
stock,A,mul,2,8,874.663
stock,A,mul,4,8,1391.293
stock,A,div,0,8,249.206
stock,A,div,1,8,788.471
stock,A,div,2,8,1208.665
stock,A,div,4,8,2108.761
stock,A,cmp,0,8,249.148
stock,A,cmp,1,8,463.153
stock,A,cmp,2,8,552.2
stock,A,cmp,4,8,724.303
stock,B,scan_count,1,8,249.608
stock,B,sum,1,8,398.574
stock,B,avg,1,8,398.142
stock,B,sum_8add,1,8,2497.225
stock,B,sum_expr_mixed,1,8,1259.385
stock,B,sum_mul,1,8,687.846
stock,B,sum_div,1,8,875.918
stock,B,stddev,1,8,483.14
stock,B,order_by_limit,1,8,0.126
stock,B,where_gt,1,8,462.185
stock,B,text_out,1,8,480.933
stock,B,hash_agg,1,8,874.592
stock,B,hash_join,1,8,976.808
stock,B,index_scan,1,8,83.875
stock,B,cast_int,1,8,508.961
stock,B,cast_float8,1,8,851.738
dec128,A,add,0,8,261.423
dec128,A,add,1,8,374.132
dec128,A,add,2,8,428.682
dec128,A,add,4,8,515.842
dec128,A,add,8,8,710.415
dec128,A,sub,0,8,261.739
dec128,A,sub,1,8,387.078
dec128,A,sub,2,8,437.09
dec128,A,sub,4,8,528.732
dec128,A,sub,8,8,720.311
dec128,A,mul,0,8,261.093
dec128,A,mul,1,8,382.889
dec128,A,mul,2,8,434.837
dec128,A,mul,4,8,525.705
dec128,A,div,0,8,260.114
dec128,A,div,1,8,1074.767
dec128,A,div,2,8,1770.879
dec128,A,div,4,8,3206.339
dec128,A,cmp,0,8,260.968
dec128,A,cmp,1,8,332.082
dec128,A,cmp,2,8,364.184
dec128,A,cmp,4,8,435.889
dec128,B,scan_count,1,8,260.842
dec128,B,sum,1,8,458.984
dec128,B,avg,1,8,459.026
dec128,B,sum_8add,1,8,837.811
dec128,B,sum_expr_mixed,1,8,630.535
dec128,B,sum_mul,1,8,548.424
dec128,B,sum_div,1,8,1227.619
